Sex	Tissue	gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Chr	start	end	width	strand	gene_id.y	gene_type	gene_name	mgi_id
Female	WBC	ENSMUSG00000048949	32.9472470218618	2.1929442877429945	2.940285872366333	0.7458268967493693	0.45577198992634016	0.9424559226297935	chrX	102206716	102209013	2298	-	ENSMUSG00000048949.9	processed_pseudogene	Gm6206	MGI:3644890
Male	Bone	ENSMUSG00000092595	153.88092767663585	-5.921650235487698	1.1908836754568155	-4.972484179209351	6.610036701714429e-7	0.007107111461683354	chr17	34245008	34250554	5547	-	ENSMUSG00000092595.3	lncRNA	Gm20427	MGI:5141892
Male	Bone	ENSMUSG00000108037	65.27048813607064	-3.412120744818916	0.7530576422670001	-4.5310220005829684	5.869902453274063e-6	0.030066547909487203	chr6	125016779	125028505	11727	+	ENSMUSG00000108037.3	lncRNA	Gm44597	MGI:5753173
Male	Bone	ENSMUSG00000110588	28.97396626848504	-3.1712012969673222	0.7629766185154134	-4.156354493716715	3.2336595545852816e-5	0.04346038441362619	chr8	94897376	94900040	2665	-	ENSMUSG00000110588.2	lncRNA	Gm45774	MGI:5804889
Male	Bone	ENSMUSG00000115902	38.19424799679712	-3.0623503798108813	0.7843132229654425	-3.9044992359459574	9.442069046882946e-5	0.06749304607431832	chr15	79773733	79777321	3589	+	ENSMUSG00000115902.2	lncRNA	D730005E14Rik	NA
Male	Bone	ENSMUSG00000070392	41.050319253798754	-2.0602350429455325	0.5720688175172423	-3.6013762328226124	3.165371071511381e-4	0.14797421635169725	chr3	96152870	96155825	2956	+	ENSMUSG00000070392.6	lncRNA	Gm20634	MGI:5313081
Female	Bone	ENSMUSG00000092274	4406.953189396718	-2.631861743238912	0.6750408249320311	-3.8988186284939292	9.666314269491015e-5	0.17770718499504706	chr19	5874736	5895898	21163	-	ENSMUSG00000092274.5	lncRNA	Neat1	MGI:1914211
Male	Bone	ENSMUSG00000094526	17.573416705573273	-2.2474425813945573	0.8021874745451187	-2.801642574472971	0.005084316941131159	0.3572978807257662	chr14	69628303	69717736	89434	+	ENSMUSG00000094526.2	unprocessed_pseudogene	Gm21451	MGI:5434806
Female	Bone	ENSMUSG00000085702	12.310749426956852	-2.0814746261384767	2.02326539873436	-1.028769941620377	0.3035877946357816	0.9999520394544122	chr3	30066353	30108957	42605	+	ENSMUSG00000085702.10	lncRNA	Mecomos	MGI:4439646
Female	Bone	ENSMUSG00000086682	16.051563560802613	-2.411702808258466	1.6453934510497294	-1.465730161208461	0.14272181389277744	0.9999520394544122	chr4	155692757	155709214	16458	-	ENSMUSG00000086682.3	lncRNA	Gm16023	MGI:3802146
Female	Bone	ENSMUSG00000087115	10.18477320340183	-2.6585381388200693	2.3179131120003293	-1.1469533198014419	0.2514009140888051	0.9999520394544122	chr2	143589503	143637885	48383	-	ENSMUSG00000087115.8	lncRNA	Pcsk2os2	MGI:3649365
Female	Bone	ENSMUSG00000087201	17.627054897143196	-3.047820434830758	1.4596920742461752	-2.0879886166435035	0.036798861538849544	0.9999520394544122	chrX	167820670	167889532	68863	-	ENSMUSG00000087201.2	lncRNA	Gm15261	MGI:3705201
Female	Bone	ENSMUSG00000087266	16.163359835656586	-2.1492478138759434	1.6137083179887834	-1.3318688327483	0.1829032943025807	0.9999520394544122	chr8	68409421	68430703	21283	+	ENSMUSG00000087266.3	lncRNA	Gm15991	MGI:3801813
Female	Bone	ENSMUSG00000090105	15.098424591662914	-2.002094475448695	1.6590837988048988	-1.206747047310618	0.22752957446907285	0.9999520394544122	chr8	95105812	95113600	7789	-	ENSMUSG00000090105.3	lncRNA	Gm15890	MGI:3802160
Female	Bone	ENSMUSG00000091985	24.032488763192525	-2.199041552367188	1.2858551006396521	-1.7101783484572006	0.08723289818917145	0.9999520394544122	chr4	108491040	108494638	3599	-	ENSMUSG00000091985.2	lncRNA	Gm17354	MGI:4936988
Female	Bone	ENSMUSG00000092404	7.263629103127878	-2.0014657771454156	2.731778653106567	-0.7326603035239907	0.4637656411268796	0.9999520394544122	chr12	45476160	45488481	12322	+	ENSMUSG00000092404.3	lncRNA	Gm9921	MGI:3642033
Female	Bone	ENSMUSG00000093880	7.424468588595766	-2.0855563106963877	2.229081650283724	-0.9356123453041444	0.3494728159926066	0.9999520394544122	chr17	6881152	6907189	26038	-	ENSMUSG00000093880.4	unprocessed_pseudogene	Tmem181c-ps	MGI:3780993
Female	Bone	ENSMUSG00000095259	11.166064747306002	-2.979156292843188	2.279942630116212	-1.3066803758528505	0.19132128622370861	0.9999520394544122	chrX	3660800	3661667	868	-	ENSMUSG00000095259.2	processed_pseudogene	Gm14357	MGI:3650963
Female	Bone	ENSMUSG00000096971	28.777137390077677	-2.274696885128503	1.1905439408586858	-1.910636648562393	0.05605129124885153	0.9999520394544122	chr15	10714912	10790209	75298	+	ENSMUSG00000096971.4	lncRNA	4930556M19Rik	MGI:1922509
Female	Bone	ENSMUSG00000097057	12.899165241765193	-2.2217723509677314	2.091697222391095	-1.0621864040283722	0.28815107081808916	0.9999520394544122	chr15	77845874	77851326	5453	+	ENSMUSG00000097057.2	lncRNA	Gm17638	MGI:4937272
Female	Bone	ENSMUSG00000097520	13.572108229948812	-2.58676824603912	1.9743089593816459	-1.3102145101186677	0.19012327840258986	0.9999520394544122	chr8	94476775	94540350	63576	-	ENSMUSG00000097520.4	lncRNA	4930488L21Rik	MGI:1923059
Female	Bone	ENSMUSG00000098501	10.430104417279766	-2.365219963762241	1.8366046271456027	-1.2878220651323289	0.19780790953948857	0.9999520394544122	chr6	7301908	7309747	7840	+	ENSMUSG00000098501.8	lncRNA	Gm19272	MGI:5011457
Female	Bone	ENSMUSG00000100627	22.846529348620443	-2.0054928678024053	2.0064138180538817	-0.999540996855589	0.31753268948906443	0.9999520394544122	chr1	153913343	153993697	80355	-	ENSMUSG00000100627.8	lncRNA	A830008E24Rik	MGI:3041183
Female	Bone	ENSMUSG00000101693	14.596405424501251	-3.6595571848776056	1.7279997466517811	-2.117799607302294	0.03419204261894477	0.9999520394544122	chr1	133178136	133197546	19411	-	ENSMUSG00000101693.2	lncRNA	Gm19461	MGI:5011646
Female	Bone	ENSMUSG00000102151	15.492709201107902	-2.0892161894376002	1.6620318994291363	-1.257025325539895	0.20874446517630496	0.9999520394544122	chr14	61914892	61918943	4052	-	ENSMUSG00000102151.2	TEC	Gm37472	MGI:5610700
Female	Bone	ENSMUSG00000102236	14.09892374846784	-2.732183354366114	1.9973595819498444	-1.3678975879240163	0.17134413489521455	0.9999520394544122	chr1	194902359	194905074	2716	-	ENSMUSG00000102236.2	TEC	Gm37887	MGI:5611115
Female	Bone	ENSMUSG00000104156	17.370250184495262	-2.2872328858019793	1.8920674952952738	-1.2088537493981082	0.2267190375889434	0.9999520394544122	chr5	123272002	123275758	3757	+	ENSMUSG00000104156.3	lncRNA	Gm38102	MGI:5611330
Female	Bone	ENSMUSG00000105707	23.83381546854624	-2.344363367696237	1.6541314790104198	-1.4172775244557625	0.15640180365766124	0.9999520394544122	chr5	62814142	62817450	3309	-	ENSMUSG00000105707.2	TEC	Gm43753	MGI:5663890
Female	Bone	ENSMUSG00000106598	11.991961771277682	-2.635987610706513	2.1706217274997455	-1.214392898270121	0.22459772601994515	0.9999520394544122	chr5	84576664	84580479	3816	+	ENSMUSG00000106598.2	lncRNA	Gm43532	MGI:5663669
Female	Bone	ENSMUSG00000106696	16.76040472684608	-2.94259686427509	1.643983621482724	-1.789918601269966	0.07346699802839479	0.9999520394544122	chr5	65781277	65784206	2930	+	ENSMUSG00000106696.2	TEC	Gm42729	MGI:5662866
Female	Bone	ENSMUSG00000106706	43.01534887728075	-2.4878103335362076	1.1734483657292913	-2.1200850469377475	0.033998873745259485	0.9999520394544122	chr5	66749805	66752913	3109	-	ENSMUSG00000106706.2	TEC	C530043K16Rik	MGI:2444587
Female	Bone	ENSMUSG00000107376	10.384857584972513	-2.4858452113188605	2.37002176420849	-1.0488702040038234	0.29423786070938623	0.9999520394544122	chr5	95211435	95214166	2732	+	ENSMUSG00000107376.2	unprocessed_pseudogene	Gm42661	MGI:5662798
Female	Bone	ENSMUSG00000107785	18.282230136371886	-2.3301048312135006	1.47786654461655	-1.5766679607853726	0.11487194619175588	0.9999520394544122	chr6	117553500	117589579	36080	-	ENSMUSG00000107785.3	lncRNA	Gm45083	MGI:5753659
Female	Bone	ENSMUSG00000108956	10.015700397013381	-2.0582208096133963	1.8683514223987825	-1.1016240226214187	0.2706251601314668	0.9999520394544122	chr7	90698207	90702543	4337	+	ENSMUSG00000108956.2	TEC	Gm45179	MGI:5753755
Female	Bone	ENSMUSG00000109725	7.430204171731285	-2.124798433602362	2.454620886238725	-0.8656320189869493	0.38669199088979	0.9999520394544122	chr8	55458320	55460816	2497	+	ENSMUSG00000109725.2	TEC	Gm45265	MGI:5791101
Female	Bone	ENSMUSG00000110084	11.900846088061071	-2.62808668928265	2.3861788731489773	-1.1013787435869942	0.2707318528035179	0.9999520394544122	chr8	103380823	103384820	3998	-	ENSMUSG00000110084.2	TEC	Gm45257	MGI:5791093
Female	Bone	ENSMUSG00000110903	16.47859738762065	-2.10571632078103	1.720649451878582	-1.2237915854865364	0.22103085940531952	0.9999520394544122	chr10	43239006	43242884	3879	+	ENSMUSG00000110903.2	TEC	Gm47857	MGI:6097069
Female	Bone	ENSMUSG00000111696	10.831234295596852	-2.1305442910527925	2.5061216924248493	-0.850136007957116	0.3952494743033845	0.9999520394544122	chr9	101632114	101634904	2791	-	ENSMUSG00000111696.2	processed_pseudogene	Gm47932	MGI:6097194
Female	Bone	ENSMUSG00000112689	12.82549607770309	-2.061908110772939	1.7622311317754524	-1.1700554334751545	0.24197866163360285	0.9999520394544122	chr10	78530805	78534642	3838	-	ENSMUSG00000112689.2	processed_pseudogene	Gm47476	MGI:6096448
Female	Bone	ENSMUSG00000115441	10.302823361822412	-2.419324147841606	2.2577274632295268	-1.0715749297662909	0.2839109988029017	0.9999520394544122	chr15	12068334	12085283	16950	-	ENSMUSG00000115441.2	lncRNA	Gm34759	MGI:5593918
Female	Bone	ENSMUSG00000116852	9.077509436009613	-2.870330585055789	2.110219037419115	-1.3602050470392504	0.173765045891511	0.9999520394544122	chr17	3607754	3610141	2388	+	ENSMUSG00000116852.3	lncRNA	1700102H20Rik	MGI:1915480
Female	Bone	ENSMUSG00000117238	9.807289942609303	-2.2040140616488575	2.304182412534526	-0.9565275950633237	0.3388057496136574	0.9999520394544122	chr7	12357715	12374226	16512	-	ENSMUSG00000117238.2	lncRNA	ENSMUSG00000117238	NA
Female	Bone	ENSMUSG00000117943	13.741827514482083	-2.389626278221427	2.0088960380297625	-1.1895221220930219	0.23423427106437644	0.9999520394544122	chr18	40479222	40484804	5583	+	ENSMUSG00000117943.2	TEC	Gm50403	MGI:6303316
Female	Bone	ENSMUSG00000118167	10.621949297538523	-2.4306372970954917	2.0777451477037014	-1.169843808698965	0.24206383019541913	0.9999520394544122	chr19	19848796	19853927	5132	-	ENSMUSG00000118167.2	lncRNA	Gm50216	MGI:6303008
Female	Bone	ENSMUSG00000121107	15.395411285233486	-2.1319952125899264	1.5793620497628835	-1.3499091059646597	0.17704514043929198	0.9999520394544122	chr8	123170365	123173215	2851	+	ENSMUSG00000121107.1	lncRNA	9330133O14Rik	NA
Female	Bone	ENSMUSG00000121497	14.647890894485924	-2.492248316328519	1.8484161035468125	-1.34831562630638	0.1775568882846711	0.9999520394544122	chr6	122113549	122150720	37172	+	ENSMUSG00000121497.1	lncRNA	ENSMUSG00000121497	NA
Female	Brain	ENSMUSG00000040323	11.006899074078135	-3.070342574477409	2.429520200121394	-1.263764991262059	0.20631439020015319	NA	chr1	161553811	161555058	1248	-	ENSMUSG00000040323.14	processed_pseudogene	Gm15429	MGI:3642423
Female	Brain	ENSMUSG00000105353	9.451641925187666	-6.729615367389416	1.178362536048445	-5.71098890325952	1.1232157070083464e-8	NA	chr5	44293962	44294263	302	+	ENSMUSG00000105353.2	lncRNA	Gm42428	MGI:5662565
Female	Brain	ENSMUSG00000116835	10.302426545184545	-2.183402322312721	0.8877438635892345	-2.45949582065824	0.013913231755096952	NA	chr16	33827213	33827827	615	-	ENSMUSG00000116835.2	processed_pseudogene	Gm49594	MGI:6215000
Female	Brain	ENSMUSG00000120174	12.308071618233607	-2.4355396271146366	0.9841375009868706	-2.474796077450898	0.01333122701775534	NA	chr19	37235740	37241516	5777	-	ENSMUSG00000120174.1	lncRNA	4931408D14Rik	NA
Female	Brown_adipose	ENSMUSG00000117713	78.19269859700618	-2.0403572633541525	0.509829791934777	-4.002036161149205	6.27996976296435e-5	0.017090137321604356	chr18	61617837	61622291	4455	+	ENSMUSG00000117713.2	lncRNA	Gm46637	MGI:5826274
Female	Brown_adipose	ENSMUSG00000103313	68.22999732891591	-2.258020939007203	0.5742759324166824	-3.931944230197742	8.426161611931732e-5	0.020516964388070266	chr3	51139338	51141801	2464	+	ENSMUSG00000103313.2	TEC	Gm38357	MGI:5611585
Female	Brown_adipose	ENSMUSG00000073787	17.80488271638832	-2.050170461853655	0.7282347790649742	-2.8152602990013684	0.0048737740007380155	0.2903137740611284	chr7	141041394	141047684	6291	-	ENSMUSG00000073787.5	lncRNA	Gm10575	MGI:3708765
Female	Brown_adipose	ENSMUSG00000107304	10.628178557012097	-2.636633748449585	0.97176188563007	-2.713250835867109	0.0066626652280892835	0.32976942762670625	chr5	66226398	66230238	3841	-	ENSMUSG00000107304.3	TEC	Gm43775	MGI:5663912
Female	Brown_adipose	ENSMUSG00000097276	23.608233212197934	-2.0747587376814973	0.775260719073633	-2.676207741004404	0.007446047560684079	0.3444789803157811	chr13	67944713	67979104	34392	-	ENSMUSG00000097276.3	lncRNA	4930525G20Rik	MGI:2443505
Female	Brown_adipose	ENSMUSG00000073647	12.082432239438123	-2.5716479291569168	0.9855293103342698	-2.6094078605177864	0.009069906776692262	0.3761613823560279	chr18	4198320	4198938	619	-	ENSMUSG00000073647.5	processed_pseudogene	Gm10557	MGI:3708638
Female	Brown_adipose	ENSMUSG00000120748	10.059674982053856	-2.0595616512934716	1.0212617148275842	-2.016683501781108	0.043728552719157356	0.7524775989561149	chr19	46677950	46678570	621	-	ENSMUSG00000120748.1	lncRNA	ENSMUSG00000120748	NA
Female	Brown_adipose	ENSMUSG00000060419	41.15861536522395	-2.598488334402491	3.735244376971096	-0.6956675580379567	0.48663704691686366	0.9961588033488538	chr5	129205141	129205581	441	-	ENSMUSG00000060419.9	processed_pseudogene	Rps16-ps2	MGI:3704259
Female	Brown_adipose	ENSMUSG00000101249	4646.0405926178255	-8.258402865133737	2.2941751285848007	-3.5997264385949768	NA	NA	chr1	24654787	24655278	492	-	ENSMUSG00000101249.2	unprocessed_pseudogene	Gm29216	MGI:5579922
Female	Gonadal_adipose	ENSMUSG00000112203	16.577444069649736	-7.314764304945155	1.147958915776522	-6.371973948211532	1.86610591101167e-10	8.84374249884302e-8	chr10	94521567	94524481	2915	+	ENSMUSG00000112203.2	TEC	Gm49167	MGI:6118596
Male	Gonadal_adipose	ENSMUSG00000092323	207.03407751826174	-2.112562369469744	0.4544969807770938	-4.648132900371987	3.349530878551035e-6	1.0187914162860631e-4	chr6	58942640	58979068	36429	+	ENSMUSG00000092323.2	lncRNA	BB365896	MGI:3034340
Male	Gonadal_adipose	ENSMUSG00000091307	44.07413749726829	-2.110246866843421	0.4994949354540566	-4.2247612879700975	2.3919418549529314e-5	5.162060231204053e-4	chr12	103834105	103847770	13666	-	ENSMUSG00000091307.2	unprocessed_pseudogene	Gm8895	MGI:3643891
Female	Gonadal_adipose	ENSMUSG00000120936	99.50896946326505	-2.4384179400950825	0.6530576217443093	-3.733848069305273	1.8857627622993493e-4	0.011848161719037615	chr5	15703800	15712067	8268	-	ENSMUSG00000120936.1	lncRNA	ENSMUSG00000120936	NA
Female	Gonadal_adipose	ENSMUSG00000118449	222.43297653323785	-6.038331623270329	1.7218123546641046	-3.506962652993799	NA	NA	chr12	4639797	4643029	3233	-	ENSMUSG00000118449.2	lncRNA	Gm3625	MGI:3781801
Male	Heart	ENSMUSG00000021268	604.0340621871497	-2.4581168739512433	0.2317595882038941	-10.606322236768374	2.7849645657794114e-26	5.308142462375558e-22	chr12	109506879	109538165	31287	+	ENSMUSG00000021268.19	lncRNA	Meg3	MGI:1202886
Female	Heart	ENSMUSG00000087090	92.36190234182567	-7.195233107531162	1.0074975656725682	-7.1416878339828935	9.21917824206601e-13	1.714066962271716e-10	chr7	142098346	142112337	13992	-	ENSMUSG00000087090.9	lncRNA	Nctc1	MGI:1306816
Female	Heart	ENSMUSG00000101655	36.737841480727305	-4.012777313252413	0.9227340184035165	-4.3487909118113866	1.3689014523858968e-5	7.005722833673886e-4	chr6	86460343	86465355	5013	-	ENSMUSG00000101655.3	lncRNA	2310040G24Rik	MGI:1916897
Female	Heart	ENSMUSG00000087382	60.427423083611416	-4.274730650220288	1.0432033409986374	-4.097696472221969	4.172819494001603e-5	0.0017973716342491361	chr2	172952577	172980062	27486	+	ENSMUSG00000087382.9	lncRNA	Ctcflos	MGI:1921411
Female	Heart	ENSMUSG00000103949	34.730982994100515	-6.913514897273215	1.6991378152976118	-4.068837050785243	4.724837525549424e-5	0.0019942072866456877	chr9	98653158	98653678	521	+	ENSMUSG00000103949.2	TEC	Gm38226	MGI:5611454
Male	Heart	ENSMUSG00000101102	20.926663541701387	-2.868019009028328	0.6635661420545487	-4.322129818360385	1.5453021595456962e-5	0.004531301409375534	chr1	132974434	132996143	21710	-	ENSMUSG00000101102.3	lncRNA	Gm28609	MGI:5579315
Female	Heart	ENSMUSG00000085779	38.78279793757033	-3.3773100258331525	0.9674538232423244	-3.490926331258309	4.813489586005791e-4	0.014458187124591628	chr10	81030443	81046711	16269	+	ENSMUSG00000085779.2	lncRNA	Atcayos	MGI:1916928
Male	Heart	ENSMUSG00000099364	16.91040972458881	-2.214171443315584	0.5640607475878342	-3.9254130920904022	8.658102598902821e-5	0.014734235315632834	chr1	78571663	78588078	16416	-	ENSMUSG00000099364.3	lncRNA	5730419F03Rik	MGI:1917787
Male	Heart	ENSMUSG00000074224	17.363984339753692	-2.9714380806135017	0.7585980299134932	-3.917012651551903	8.96530454551735e-5	0.014746740658151654	chr7	29223968	29237480	13513	+	ENSMUSG00000074224.4	transcribed_unitary_pseudogene	Wdr87-ps	MGI:2149781
Male	Heart	ENSMUSG00000073716	19.20004911356592	-2.5259275730486332	0.6680765472262308	-3.7808954430984962	1.5626529630872996e-4	0.019724612898307237	chr4	146559789	146560568	780	+	ENSMUSG00000073716.7	processed_pseudogene	Gm13241	MGI:3649920
Male	Heart	ENSMUSG00000106554	18.636235455047686	-2.5413297356828597	0.673851132819215	-3.7713518786421085	1.623655254891638e-4	0.019837736639893987	chr5	107196702	107224003	27302	+	ENSMUSG00000106554.3	lncRNA	Gm33474	MGI:5592633
Male	Heart	ENSMUSG00000119943	24.564419829787884	-2.5996842081770084	0.7075420063217129	-3.674247161227846	2.3855173250600237e-4	0.02568947378689345	chr2	174444605	174455931	11327	-	ENSMUSG00000119943.1	lncRNA	ENSMUSG00000119943	NA
Female	Heart	ENSMUSG00000091191	48.245572499030196	-2.4640132795012573	0.7477018485494211	-3.295448960413253	9.82645517200259e-4	0.02628979482083316	chr11	53660878	53664021	3144	-	ENSMUSG00000091191.4	TEC	Gm17334	MGI:4936968
Male	Heart	ENSMUSG00000098284	20.298323101892883	-2.4646098402138357	0.6804658422117293	-3.6219449784622157	2.9239632096056715e-4	0.02964400998674686	chr18	45816554	46178327	361774	-	ENSMUSG00000098284.9	lncRNA	A330093E20Rik	MGI:2147325
Male	Heart	ENSMUSG00000116539	23.830658237850336	-2.6396920653674876	0.7377629674842773	-3.57796769654712	3.462762352138788e-4	0.032675476584527574	chr16	78274630	78277427	2798	-	ENSMUSG00000116539.2	TEC	Gm49603	MGI:6215015
Male	Heart	ENSMUSG00000097391	29.358218098802745	-2.2290165905016504	0.6287768412674436	-3.5450042752983038	3.9260671805882815e-4	0.035843909924453216	chr12	109696198	109715894	19697	+	ENSMUSG00000097391.9	lncRNA	Mirg	MGI:3781106
Male	Heart	ENSMUSG00000104527	16.509632820731415	-2.3757856375021573	0.6775034657704407	-3.5066767293957244	4.5374001704074035e-4	0.03809817059381723	chr17	11502809	11505652	2844	-	ENSMUSG00000104527.2	TEC	Gm37332	MGI:5610560
Male	Heart	ENSMUSG00000045746	24.33082538342576	-2.1014337299709576	0.6053640601417667	-3.4713552857413355	5.17838361933963e-4	0.040785120572154276	chr8	61436471	61438942	2472	+	ENSMUSG00000045746.4	lncRNA	B230317F23Rik	MGI:2443920
Male	Heart	ENSMUSG00000118138	23.877474603826567	-2.2311587960913997	0.6488222508219641	-3.4387827995492506	5.843358565408528e-4	0.043336347959800216	chr19	9842288	9846359	4072	-	ENSMUSG00000118138.2	lncRNA	Gm50322	MGI:6303183
Male	Heart	ENSMUSG00000113053	18.62360516526064	-2.4719709343827585	0.7224079631270159	-3.421848955931469	6.219685529253001e-4	0.04509756604753312	chr13	12879013	12880958	1946	+	ENSMUSG00000113053.2	processed_pseudogene	Gm18262	MGI:5010447
Female	Kidney	ENSMUSG00000076928	60.690619300145855	-2.6336521816905907	0.5134213304901154	-5.129611929400146	2.9034009565258697e-7	5.917131149399723e-4	chr14	54457978	54461663	3686	+	ENSMUSG00000076928.6	TR_C_gene	Trac	MGI:4439838
Female	Kidney	ENSMUSG00000108621	93.59588031294977	-4.9332289625031285	1.1416581912792791	-4.321108542106832	1.552472777128392e-5	0.013137999289194197	chr7	39193826	39230013	36188	+	ENSMUSG00000108621.3	lncRNA	Gm33989	MGI:5593148
Female	Kidney	ENSMUSG00000102212	38.15853241932664	-2.5017583389923463	0.8102239309202267	-3.087736912622327	0.0020168693714002323	0.28844770378341567	chr17	52064323	52068649	4327	-	ENSMUSG00000102212.2	TEC	C230085N15Rik	MGI:2444267
Female	Kidney	ENSMUSG00000085328	36.84158119775076	-2.3252102399691257	2.1685898683503106	-1.072222218642919	0.2836202330255036	0.9074066482040445	chr5	127955595	127959440	3846	+	ENSMUSG00000085328.3	unprocessed_pseudogene	Gm17131	MGI:4937958
Male	Limb_muscle	ENSMUSG00000104375	497.68108612576424	-2.4860863488557206	0.3470283806516198	-7.1639280458490555	7.839756414047126e-13	4.77008627330557e-10	chr3	14428177	14442647	14471	+	ENSMUSG00000104375.2	unprocessed_pseudogene	Gm6300	MGI:3648364
Female	Limb_muscle	ENSMUSG00000104375	42.90069519313292	-3.102534717297843	0.8422496027048673	-3.6836285910187625	2.2993720412404296e-4	0.03725398462606149	chr3	14428177	14442647	14471	+	ENSMUSG00000104375.2	unprocessed_pseudogene	Gm6300	MGI:3648364
Male	Limb_muscle	ENSMUSG00000056023	17.910528268132882	-2.2137567667475606	0.7496489233236205	-2.953058022057467	0.003146428168651472	0.047451901740047195	chr3	81825315	81831770	6456	-	ENSMUSG00000056023.4	lncRNA	Gm9989	MGI:3642361
Female	Limb_muscle	ENSMUSG00000080797	19.412755071838802	-2.0686703162019278	0.7651613020773356	-2.7035741491182277	0.006859814091376138	0.260307406842916	chr16	20363962	20367206	3245	-	ENSMUSG00000080797.3	transcribed_processed_pseudogene	Gm15760	MGI:3642834
Female	Limb_muscle	ENSMUSG00000081485	24.978839360389934	-3.056915305223219	1.8316662591349988	-1.6689259246751873	0.09513206108056255	0.74154156915807	chr11	75490589	75490780	192	-	ENSMUSG00000081485.6	processed_pseudogene	Gm12338	MGI:3650622
Male	Limb_muscle	ENSMUSG00000104662	10.110489138011658	-2.0660242782559743	0.5327124620220327	-3.8783103935918897	1.0518445964569308e-4	NA	chr5	144160519	144162345	1827	+	ENSMUSG00000104662.3	TEC	Gm43267	MGI:5663404
Female	Limb_muscle	ENSMUSG00000097439	11.982623638572775	-2.1581974551067202	1.0554454433279306	-2.04482142468842	0.04087246673586422	NA	chr9	21136637	21144429	7793	+	ENSMUSG00000097439.8	lncRNA	Gm16754	MGI:4439678
Female	Liver	ENSMUSG00000097276	18.772663373056364	-2.3516370483663662	0.7478330630286648	-3.144601602451785	0.0016631314844894316	0.057518283248074877	chr13	67944713	67979104	34392	-	ENSMUSG00000097276.3	lncRNA	4930525G20Rik	MGI:2443505
Female	Liver	ENSMUSG00000101249	838.7411844636393	-2.2435739028427033	2.1466874784233436	-1.0451329899639228	0.2959615086765817	0.6705945698303879	chr1	24654787	24655278	492	-	ENSMUSG00000101249.2	unprocessed_pseudogene	Gm29216	MGI:5579922
Female	Liver	ENSMUSG00000084085	8.934862629936704	-2.4647285905219154	1.1566979886453548	-2.130831569447472	0.03310302054770797	NA	chr11	18959128	18961183	2056	+	ENSMUSG00000084085.3	lncRNA	Gm16140	MGI:3802123
Female	Lung	ENSMUSG00000027694	12.566661529101998	-2.9895686519965174	1.2014322113691847	-2.4883373557876594	0.012834192574611327	0.3630387900940567	chr3	60784420	60786279	1860	+	ENSMUSG00000027694.11	transcribed_processed_pseudogene	Gm8325	MGI:3644852
Female	Lung	ENSMUSG00000087478	17.25894393932591	-2.1523709545856704	0.8801331140862946	-2.4455061628037282	0.014464897646420179	0.37730077229790265	chr17	8512164	8529912	17749	-	ENSMUSG00000087478.3	lncRNA	4930506C21Rik	MGI:1922310
Female	Lung	ENSMUSG00000099931	17.25748075662904	-2.6664440887590746	1.1931759370779729	-2.2347451083274947	0.025434087381569596	0.43187835819821574	chr1	74334762	74338026	3265	+	ENSMUSG00000099931.2	lncRNA	Gm29358	MGI:5580064
Female	Lung	ENSMUSG00000118376	18.824928798859293	-2.3277406419437643	1.0600183526014113	-2.1959437176075407	0.028095972086362695	0.44135685420991083	chr18	66637249	66644816	7568	+	ENSMUSG00000118376.2	lncRNA	Gm9926	MGI:3642582
Female	Lung	ENSMUSG00000087352	11.33321127403244	-2.1713600528090917	1.1099000009628879	-1.9563564743898907	0.050423175736911505	0.5042710853352819	chr4	132259968	132261144	1177	+	ENSMUSG00000087352.3	lncRNA	Gm12999	MGI:3651167
Female	Lung	ENSMUSG00000098934	33.39296543030304	-2.9748080137870105	2.4062973322011603	-1.2362595320112852	0.21636210830719238	0.6941799562080364	chr7	105785611	105789206	3596	-	ENSMUSG00000098934.2	unprocessed_pseudogene	Gvin-ps4	MGI:5011038
Female	Lung	ENSMUSG00000087556	9.95909775941656	-2.0163112186161003	1.1804592676810233	-1.7080735217379275	0.08762270127171888	NA	chr16	18235432	18240747	5316	+	ENSMUSG00000087556.2	lncRNA	Gm15764	MGI:3783206
Female	Lung	ENSMUSG00000121001	8.85042403315619	-2.2638439151503738	1.2124197561970764	-1.8672113379703048	0.061872080912177684	NA	chr2	91889010	91889645	636	+	ENSMUSG00000121001.1	lncRNA	ENSMUSG00000121001	NA
Female	Marrow	ENSMUSG00000102973	121.40984727315029	-2.9810405005030542	0.4530117712087424	-6.580492362370483	4.688929201357704e-11	2.4737450772305715e-8	chr17	52052557	52055712	3156	-	ENSMUSG00000102973.2	TEC	E430014B02Rik	MGI:2445017
Female	Marrow	ENSMUSG00000081604	147.46524537882812	-10.129417796945333	1.5558941306126446	-6.510351570615413	7.497512036752538e-11	3.356159024451772e-8	chr11	93928044	93928454	411	-	ENSMUSG00000081604.6	processed_pseudogene	Gm11518	MGI:3650306
Female	Marrow	ENSMUSG00000102212	641.039516502007	-2.13854748087782	0.33822894978018014	-6.322780714861023	2.568977464790516e-10	9.487233777471376e-8	chr17	52064323	52068649	4327	-	ENSMUSG00000102212.2	TEC	C230085N15Rik	MGI:2444267
Female	Marrow	ENSMUSG00000113136	270.0453734330266	-2.1383255415274265	0.3403390317345204	-6.2829277342347725	3.3225553353577757e-10	1.1685901765215491e-7	chr12	99609334	99613482	4149	+	ENSMUSG00000113136.3	lncRNA	Gm19951	MGI:5012136
